Tanggal,Suhu Maks (C),Suhu Min (C),Suhu Rata-rata (C),Curah Hujan (mm),Kecepatan Angin Maks (km/h)
2011-11-14,30.8,22.8,26.2,1.3,9.2
2011-11-15,30.5,23.3,25.9,8.5,7.6
2011-11-16,28.4,23.4,25.2,32.5,7.8
2011-11-17,30.4,22.8,26.2,2.9,5.0
2011-11-18,29.5,23.2,25.6,12.7,7.9
2011-11-19,31.0,22.8,25.8,7.8,6.5
2011-11-20,29.9,23.4,25.5,5.3,7.3
2011-11-21,30.3,23.1,25.9,12.1,7.2
2011-11-22,30.2,23.3,25.7,16.8,8.4
2011-11-23,30.2,23.1,25.7,27.9,11.7
2011-11-24,30.4,23.7,26.1,12.2,6.1
2011-11-25,30.4,23.3,26.5,6.2,6.5
2011-11-26,31.3,22.9,27.2,0.1,5.8
2011-11-27,31.7,23.8,27.3,3.7,8.5
2011-11-28,28.8,24.0,25.7,27.9,6.6
2011-11-29,29.9,23.6,25.5,11.5,10.7
2011-11-30,29.2,23.6,25.5,3.5,11.3
2011-12-01,30.7,23.6,26.2,3.7,9.2
2011-12-02,31.1,23.3,26.5,8.5,8.1
2011-12-03,30.3,23.6,25.8,12.2,7.9
2011-12-04,30.4,22.8,25.9,5.3,10.1
2011-12-05,30.7,23.2,25.9,7.1,8.2
2011-12-06,29.9,23.2,25.4,3.5,7.1
2011-12-07,31.0,22.5,26.5,0.5,7.6
2011-12-08,31.3,23.8,27.0,0.8,9.5
2011-12-09,31.2,23.6,27.0,0.0,7.6
2011-12-10,30.7,23.7,26.5,3.8,8.8
2011-12-11,30.6,23.3,26.4,1.4,9.5
2011-12-12,30.2,23.6,25.9,31.3,7.0
2011-12-13,29.3,23.3,25.7,21.4,5.6
2011-12-14,30.1,23.4,25.8,16.5,3.8
2011-12-15,29.3,23.6,25.4,22.3,6.8
2011-12-16,30.0,22.8,25.3,13.5,6.5
2011-12-17,30.0,23.3,25.4,25.5,6.6
2011-12-18,29.4,23.3,25.7,9.0,7.6
2011-12-19,29.9,23.9,25.8,17.3,8.9
2011-12-20,28.1,23.6,25.0,18.7,7.6
2011-12-21,28.8,23.5,25.6,12.4,9.9
2011-12-22,30.8,23.6,26.3,3.3,9.3
2011-12-23,30.3,23.7,26.0,14.7,9.2
2011-12-24,30.7,23.5,26.1,11.7,6.8
2011-12-25,29.7,23.7,25.5,9.0,6.6
2011-12-26,28.9,23.6,25.3,31.9,9.2
2011-12-27,30.6,23.6,26.3,4.8,6.5
2011-12-28,30.5,23.6,26.0,7.2,10.1
2011-12-29,30.0,23.3,26.0,4.0,10.4
2011-12-30,30.8,23.5,26.1,8.7,6.8
2011-12-31,29.8,23.2,25.3,14.8,5.1
2012-01-01,29.5,23.2,24.7,53.7,5.2
2012-01-02,25.9,23.0,24.2,33.4,8.2
2012-01-03,28.8,22.1,25.2,17.6,7.4
2012-01-04,29.3,23.3,25.4,21.7,5.8
2012-01-05,29.6,22.7,25.1,10.2,9.7
2012-01-06,28.2,22.8,24.7,12.2,7.2
2012-01-07,25.9,22.7,24.0,10.9,5.5
2012-01-08,27.8,22.6,24.5,18.2,7.2
2012-01-09,28.4,22.4,24.6,11.6,7.3
2012-01-10,28.5,22.9,25.5,4.5,7.2
2012-01-11,27.1,23.3,24.7,8.4,7.6
2012-01-12,28.8,23.0,24.8,17.1,5.2
2012-01-13,28.0,22.8,24.4,14.5,4.4
2012-01-14,28.1,22.4,24.5,38.1,6.9
2012-01-15,28.7,22.3,24.7,54.6,5.8
2012-01-16,27.7,22.8,24.4,31.7,7.0
2012-01-17,27.5,22.6,24.3,6.4,10.7
2012-01-18,29.8,22.2,25.1,19.1,5.4
2012-01-19,29.8,22.5,25.1,15.6,7.3
2012-01-20,29.4,23.2,25.0,21.1,8.9
2012-01-21,28.3,22.6,25.0,6.6,5.6
2012-01-22,29.6,23.0,25.7,3.6,6.5
2012-01-23,29.7,22.4,24.8,10.7,6.8
2012-01-24,29.3,22.9,25.5,4.2,16.2
2012-01-25,28.0,23.2,24.8,2.1,21.9
2012-01-26,28.9,22.7,25.0,1.3,19.5
2012-01-27,29.5,22.6,25.3,1.5,13.2
2012-01-28,29.7,22.6,25.2,12.3,9.9
2012-01-29,29.2,22.2,24.8,14.6,9.3
2012-01-30,27.8,23.1,24.6,5.9,6.3
2012-01-31,26.8,22.5,24.0,29.1,6.6
2012-02-01,28.2,22.6,24.7,16.1,4.7
2012-02-02,28.8,22.1,24.3,18.2,8.0
2012-02-03,28.9,22.6,24.2,14.3,6.6
2012-02-04,26.4,22.4,23.9,11.7,9.4
2012-02-05,30.5,22.0,25.8,0.0,5.4
2012-02-06,29.7,23.0,25.6,16.5,8.4
2012-02-07,30.0,23.1,25.8,13.3,6.8
2012-02-08,30.5,22.4,25.7,3.8,10.4
2012-02-09,30.7,22.7,25.8,1.5,9.0
2012-02-10,29.9,23.1,25.6,3.4,9.5
2012-02-11,29.0,23.1,24.7,22.5,9.8
2012-02-12,28.9,22.3,25.3,10.5,6.9
2012-02-13,30.6,22.4,26.1,0.1,11.3
2012-02-14,30.3,22.6,26.1,1.4,8.5
2012-02-15,30.1,23.3,26.2,2.2,6.2
2012-02-16,29.3,23.0,25.0,14.4,6.5
2012-02-17,30.0,22.4,25.2,6.4,7.4
2012-02-18,29.4,22.9,25.3,7.0,7.3
2012-02-19,27.6,22.8,24.5,25.4,8.5
2012-02-20,26.2,22.9,24.0,28.6,5.4
2012-02-21,29.3,22.0,25.3,12.2,5.5
2012-02-22,29.8,23.4,26.1,1.3,8.2
2012-02-23,30.2,22.6,25.9,10.4,9.4
2012-02-24,29.7,22.8,25.5,6.2,7.7
2012-02-25,30.1,23.3,26.0,5.0,5.1
2012-02-26,30.1,23.2,25.7,12.5,8.0
2012-02-27,29.4,22.9,25.0,23.5,5.8
2012-02-28,30.4,22.3,25.1,10.7,5.2
2012-02-29,29.0,22.5,24.7,9.2,10.6
2012-03-01,30.2,22.3,25.4,5.6,7.3
2012-03-02,30.5,22.8,25.8,24.5,9.0
2012-03-03,28.8,23.6,25.8,11.8,7.0
2012-03-04,29.6,23.4,25.6,10.1,5.4
2012-03-05,27.4,23.1,24.4,15.3,6.6
2012-03-06,28.4,22.8,24.5,22.4,10.2
2012-03-07,28.9,23.0,25.1,16.7,11.3
2012-03-08,25.4,23.0,24.1,26.1,5.8
2012-03-09,29.7,21.8,25.5,1.2,8.4
2012-03-10,26.0,22.8,24.3,13.2,8.7
2012-03-11,28.6,22.9,24.6,7.5,10.3
2012-03-12,28.7,22.8,24.8,5.4,11.6
2012-03-13,27.5,22.9,24.4,17.4,11.9
2012-03-14,29.5,22.0,24.6,2.2,10.7
2012-03-15,28.2,22.5,24.7,3.1,19.3
2012-03-16,29.3,22.5,25.2,4.3,11.8
2012-03-17,27.9,23.3,25.0,10.3,10.6
2012-03-18,28.5,22.9,25.1,6.9,7.9
2012-03-19,29.0,22.1,24.9,21.3,11.0
2012-03-20,25.9,22.4,23.9,26.7,5.4
2012-03-21,27.1,22.1,24.2,20.4,9.4
2012-03-22,30.4,22.0,25.6,5.2,7.0
2012-03-23,30.4,22.6,25.8,4.1,6.0
2012-03-24,30.7,22.8,26.1,4.4,7.6
2012-03-25,30.2,22.6,25.6,8.3,7.5
2012-03-26,29.4,22.6,25.2,19.1,6.6
2012-03-27,30.4,22.4,25.9,0.0,11.4
2012-03-28,30.6,21.0,25.4,0.0,10.5
2012-03-29,30.3,19.8,25.1,0.0,8.6
2012-03-30,29.3,21.1,24.7,14.6,6.2
2012-03-31,29.3,22.4,25.0,8.5,7.4
2012-04-01,29.1,22.6,25.1,9.2,5.7
2012-04-02,28.5,22.7,25.0,9.0,7.7
2012-04-03,29.1,22.6,24.9,19.4,7.4
2012-04-04,28.0,22.3,24.6,20.9,5.1
2012-04-05,25.5,22.7,23.8,41.6,6.4
2012-04-06,29.2,22.2,24.9,6.9,4.8
2012-04-07,29.5,22.8,25.0,21.4,7.2
2012-04-08,28.8,22.5,25.1,14.7,5.2
2012-04-09,30.2,22.0,25.9,1.5,6.4
2012-04-10,30.4,22.1,26.0,0.5,6.9
2012-04-11,30.0,22.5,25.7,2.8,6.1
2012-04-12,30.2,22.4,25.8,1.1,6.8
2012-04-13,30.7,22.7,26.0,6.4,7.6
2012-04-14,30.5,23.0,26.0,7.1,7.8
2012-04-15,29.2,23.3,25.8,3.3,7.8
2012-04-16,30.3,22.5,25.7,4.3,5.7
2012-04-17,30.3,22.6,25.8,7.9,7.3
2012-04-18,30.9,23.0,26.3,1.9,7.4
2012-04-19,30.1,23.0,26.4,0.9,7.9
2012-04-20,29.7,23.0,26.1,3.0,6.8
2012-04-21,29.4,23.0,26.0,0.8,8.6
2012-04-22,30.3,21.6,25.8,0.0,6.1
2012-04-23,30.7,21.3,25.8,0.0,5.8
2012-04-24,30.0,22.2,26.2,0.6,5.2
2012-04-25,30.7,23.1,26.6,2.7,6.1
2012-04-26,30.0,22.9,26.2,0.8,8.3
2012-04-27,30.6,23.1,26.5,0.0,7.3
2012-04-28,30.4,23.2,26.1,2.1,4.2
2012-04-29,29.7,22.9,25.3,13.0,8.0
2012-04-30,28.0,22.8,24.7,16.0,6.3
2012-05-01,30.7,22.3,25.7,8.4,7.6
2012-05-02,30.2,22.8,26.2,0.0,6.7
2012-05-03,30.3,22.5,26.0,0.1,7.2
2012-05-04,29.3,22.8,25.4,5.8,7.9
2012-05-05,30.4,21.5,25.5,5.3,5.1
2012-05-06,29.7,22.6,25.4,5.4,7.4
2012-05-07,28.2,23.1,24.9,18.4,5.8
2012-05-08,29.4,22.2,25.1,1.4,6.9
2012-05-09,30.2,21.8,25.5,0.0,7.6
2012-05-10,29.8,21.3,25.2,0.0,8.0
2012-05-11,30.1,21.1,25.3,0.0,9.2
2012-05-12,29.8,21.4,25.4,0.1,12.0
2012-05-13,28.5,23.1,25.2,2.9,9.9
2012-05-14,26.5,22.9,24.0,73.9,5.6
2012-05-15,29.5,22.3,25.5,2.3,7.7
2012-05-16,29.6,22.1,25.8,1.1,7.9
2012-05-17,30.1,22.6,26.2,1.9,5.6
2012-05-18,29.8,22.4,25.8,3.1,6.6
2012-05-19,30.8,22.4,26.2,0.8,6.5
2012-05-20,29.8,23.4,26.5,0.1,8.7
2012-05-21,29.9,22.3,25.6,0.0,13.2
2012-05-22,29.6,21.0,25.0,0.0,13.4
2012-05-23,29.6,21.4,25.0,0.3,9.7
2012-05-24,29.7,21.1,25.2,0.0,11.6
2012-05-25,30.7,20.2,25.2,0.1,11.4
2012-05-26,31.0,20.1,25.5,0.0,7.9
2012-05-27,30.8,22.3,26.2,0.2,8.8
2012-05-28,29.8,22.6,25.8,1.3,10.5
2012-05-29,30.0,22.8,26.1,0.0,11.3
2012-05-30,30.3,22.1,26.0,0.4,8.7
2012-05-31,30.0,22.8,25.8,1.6,8.8
2012-06-01,28.8,23.2,25.5,0.2,9.3
2012-06-02,30.6,21.3,25.8,0.0,9.3
2012-06-03,29.7,22.4,26.0,0.1,10.3
2012-06-04,29.3,21.4,25.4,0.0,8.7
2012-06-05,30.8,21.1,26.1,0.6,6.6
2012-06-06,31.0,24.2,26.4,0.9,8.9
2012-06-07,30.8,24.0,26.7,3.6,9.7
2012-06-08,31.1,23.9,27.0,1.6,5.6
2012-06-09,32.0,23.4,27.0,0.7,5.0
2012-06-10,28.9,23.7,25.7,20.1,6.6
2012-06-11,28.5,23.1,24.9,2.7,8.0
2012-06-12,30.0,21.3,25.2,2.8,6.7
2012-06-13,31.0,22.1,25.8,0.0,9.8
2012-06-14,30.4,21.7,25.4,0.0,9.2
2012-06-15,30.2,19.5,24.4,0.0,12.7
2012-06-16,30.6,19.4,24.7,0.0,9.5
2012-06-17,30.7,20.4,25.3,0.0,8.7
2012-06-18,30.7,21.1,25.5,0.2,8.4
2012-06-19,31.6,20.6,25.9,0.0,7.9
2012-06-20,29.8,22.3,25.6,8.8,7.5
2012-06-21,30.6,22.8,25.7,4.7,8.4
2012-06-22,30.4,22.7,25.9,0.0,9.7
2012-06-23,30.2,21.5,25.4,0.0,11.0
2012-06-24,30.0,19.7,24.4,0.0,9.8
2012-06-25,30.1,18.8,24.4,0.0,9.7
2012-06-26,29.9,20.1,24.8,0.0,10.5
2012-06-27,29.9,21.2,25.0,0.0,11.5
2012-06-28,30.0,22.3,25.5,0.0,11.0
2012-06-29,29.4,21.2,24.7,0.0,13.0
2012-06-30,29.4,20.2,24.1,0.0,11.9
2012-07-01,29.2,19.5,23.7,0.0,12.4
2012-07-02,29.7,19.9,24.7,0.0,12.2
2012-07-03,29.4,22.1,25.2,0.5,11.0
2012-07-04,29.1,21.3,24.5,0.0,12.1
2012-07-05,30.4,19.4,24.5,0.0,10.8
2012-07-06,30.5,20.2,24.7,0.0,13.2
2012-07-07,30.6,20.8,25.6,0.0,7.6
2012-07-08,30.3,22.2,25.7,0.1,11.8
2012-07-09,31.3,21.4,26.2,0.0,9.7
2012-07-10,30.0,23.0,26.2,0.7,9.5
2012-07-11,31.7,21.5,26.3,0.0,9.6
2012-07-12,30.1,21.8,25.5,0.0,12.1
2012-07-13,30.2,21.2,25.2,0.0,12.3
2012-07-14,30.1,22.0,25.5,0.0,13.4
2012-07-15,30.5,22.3,25.9,0.1,12.1
2012-07-16,30.7,21.5,25.5,0.0,11.3
2012-07-17,29.9,21.0,24.8,0.0,13.5
2012-07-18,29.7,21.5,25.1,0.7,13.4
2012-07-19,28.9,23.2,25.7,0.7,8.8
2012-07-20,31.0,23.2,26.2,0.2,11.3
2012-07-21,31.9,21.7,26.1,0.0,10.0
2012-07-22,31.4,21.3,25.7,0.0,13.9
2012-07-23,29.8,20.8,24.6,0.0,13.2
2012-07-24,30.4,19.9,24.7,0.0,12.4
2012-07-25,29.6,21.7,24.7,0.0,13.1
2012-07-26,30.5,19.7,24.6,0.0,12.2
2012-07-27,30.7,20.0,24.5,0.0,12.9
2012-07-28,30.3,20.3,25.0,0.0,13.6
2012-07-29,30.2,21.9,25.3,0.0,14.8
2012-07-30,31.4,20.7,25.4,0.0,13.4
2012-07-31,31.3,20.9,25.5,0.0,11.5
2012-08-01,30.4,20.5,24.8,0.0,13.7
2012-08-02,30.2,18.7,24.5,0.0,12.4
2012-08-03,29.5,21.0,24.8,0.1,13.4
2012-08-04,31.1,20.4,25.4,0.0,13.8
2012-08-05,32.4,21.1,26.3,0.2,10.9
2012-08-06,32.5,22.3,26.4,0.3,12.0
2012-08-07,31.5,21.2,25.6,0.0,13.2
2012-08-08,30.4,20.9,25.0,0.0,14.1
2012-08-09,30.9,20.2,25.1,0.0,10.2
2012-08-10,31.4,21.0,25.8,0.0,12.9
2012-08-11,31.3,21.6,25.9,0.0,11.3
2012-08-12,31.1,22.1,25.7,0.0,12.2
2012-08-13,30.8,20.9,24.8,0.0,14.8
2012-08-14,29.4,19.8,23.7,0.0,13.6
2012-08-15,30.0,18.9,24.0,0.0,10.6
2012-08-16,30.7,19.1,24.9,0.0,12.2
2012-08-17,31.2,20.9,25.5,0.0,11.8
2012-08-18,31.0,21.0,25.6,0.0,12.8
2012-08-19,32.6,20.5,26.1,0.0,9.7
2012-08-20,31.3,21.2,25.4,0.0,12.1
2012-08-21,30.9,19.3,24.9,0.0,10.7
2012-08-22,30.7,21.1,25.2,0.0,12.8
2012-08-23,30.7,21.0,24.9,0.0,12.7
2012-08-24,30.6,18.7,24.1,0.0,13.0
2012-08-25,30.9,20.3,24.9,0.0,13.0
2012-08-26,31.8,20.9,25.5,0.0,13.4
2012-08-27,31.5,22.5,26.5,0.0,15.0
2012-08-28,31.7,23.1,26.6,0.0,12.2
2012-08-29,30.7,22.3,25.9,0.0,14.0
2012-08-30,32.1,21.5,26.2,0.0,11.9
2012-08-31,32.0,21.7,25.9,0.0,14.0
2012-09-01,31.8,19.7,25.0,0.0,13.0
2012-09-02,32.1,20.0,25.3,0.0,10.9
2012-09-03,32.3,20.4,25.9,0.0,9.6
2012-09-04,32.3,21.3,26.1,0.0,14.5
2012-09-05,33.3,21.2,26.6,0.0,14.4
2012-09-06,32.0,22.3,26.5,0.2,12.7
2012-09-07,32.8,22.1,27.0,0.0,8.2
2012-09-08,31.7,23.5,27.2,0.7,8.8
2012-09-09,32.8,22.7,27.1,0.2,12.4
2012-09-10,32.9,21.7,26.6,0.0,12.2
2012-09-11,32.6,22.2,26.3,0.0,17.5
2012-09-12,31.7,21.6,25.9,0.0,17.4
2012-09-13,31.5,21.4,25.7,0.0,13.5
2012-09-14,32.8,21.7,26.4,0.0,11.7
2012-09-15,34.0,22.7,27.6,0.1,10.5
2012-09-16,34.5,22.7,28.0,0.0,10.5
2012-09-17,32.6,23.5,27.7,0.0,7.6
2012-09-18,32.7,23.0,27.8,0.0,9.5
2012-09-19,33.3,23.5,28.1,0.0,11.8
2012-09-20,32.4,24.4,27.4,0.7,12.9
2012-09-21,34.0,22.7,27.7,0.0,13.8
2012-09-22,32.5,23.3,26.9,0.0,14.7
2012-09-23,32.8,22.7,27.0,0.0,13.1
2012-09-24,32.9,22.0,26.6,0.0,12.5
2012-09-25,32.1,21.5,26.2,0.0,12.9
2012-09-26,32.6,22.5,26.8,0.0,12.3
2012-09-27,32.2,22.5,26.7,0.0,11.4
2012-09-28,32.9,22.3,26.9,0.0,10.2
2012-09-29,33.4,21.9,27.0,0.0,11.4
2012-09-30,34.1,21.7,27.7,0.0,8.5
2012-10-01,34.5,23.8,28.4,0.1,10.7
2012-10-02,34.6,23.1,28.4,0.3,10.2
2012-10-03,32.8,24.5,27.7,0.6,12.1
2012-10-04,32.8,23.9,27.5,0.0,11.8
2012-10-05,33.1,23.8,27.9,0.0,10.2
2012-10-06,32.2,24.4,27.5,0.0,10.6
2012-10-07,32.6,23.7,27.5,0.8,10.8
2012-10-08,33.1,23.8,27.8,1.2,13.2
2012-10-09,33.6,24.7,28.4,2.0,9.7
2012-10-10,33.7,23.8,28.1,0.0,13.4
2012-10-11,35.1,21.7,27.8,1.4,10.5
2012-10-12,32.8,23.4,27.4,3.5,6.3
2012-10-13,35.0,22.9,28.7,0.0,9.7
2012-10-14,33.9,24.5,28.7,1.5,9.8
2012-10-15,33.9,24.5,28.2,3.0,10.9
2012-10-16,33.3,24.4,27.6,7.1,10.9
2012-10-17,32.8,24.3,27.1,13.1,8.9
2012-10-18,32.0,24.0,26.9,1.5,9.9
2012-10-19,32.8,23.2,27.7,1.7,9.6
2012-10-20,32.6,24.0,27.4,2.1,9.9
2012-10-21,33.4,24.1,28.2,0.0,10.5
2012-10-22,33.8,23.2,27.4,0.0,13.9
2012-10-23,33.8,21.6,27.0,0.0,12.2
2012-10-24,33.3,21.9,27.1,0.1,11.3
2012-10-25,33.4,22.5,27.9,0.2,8.7
2012-10-26,33.4,23.6,28.2,0.8,7.8
2012-10-27,35.1,24.3,29.4,0.1,5.8
2012-10-28,33.7,24.7,28.8,3.6,5.7
2012-10-29,34.3,25.0,27.8,4.4,12.2
2012-10-30,33.8,24.3,28.4,3.9,10.5
2012-10-31,34.1,24.7,28.9,1.2,10.5
2012-11-01,34.0,24.3,28.5,5.7,10.2
2012-11-02,33.7,24.7,28.7,5.4,9.3
2012-11-03,31.7,24.3,26.8,17.9,7.1
2012-11-04,31.9,24.3,27.0,6.2,10.0
2012-11-05,30.9,24.2,27.0,3.1,12.3
2012-11-06,31.6,24.0,27.2,1.1,13.4
2012-11-07,31.0,24.4,27.1,1.7,12.4
2012-11-08,31.9,24.2,27.6,1.1,10.4
2012-11-09,32.3,24.0,28.0,1.6,9.9
2012-11-10,33.3,25.0,27.7,10.2,10.0
2012-11-11,32.3,24.7,28.0,1.1,10.7
2012-11-12,32.7,24.0,28.0,0.0,11.5
2012-11-13,33.2,24.4,28.2,1.2,10.8
2012-11-14,33.6,24.5,27.7,4.0,10.6
2012-11-15,32.7,24.6,27.8,3.2,10.8
2012-11-16,32.5,24.9,27.4,8.4,6.9
2012-11-17,30.5,24.4,26.4,21.5,7.0
2012-11-18,30.0,23.8,25.9,23.2,6.6
2012-11-19,30.5,23.4,25.8,15.0,10.7
2012-11-20,31.1,23.6,26.4,6.4,10.7
2012-11-21,30.1,23.7,26.4,2.0,10.8
2012-11-22,30.2,23.5,25.6,14.7,8.2
2012-11-23,28.9,23.5,25.2,14.6,8.4
2012-11-24,30.4,22.7,25.5,21.3,6.4
2012-11-25,31.0,23.1,25.6,20.7,7.3
2012-11-26,30.5,23.3,26.2,5.5,6.4
2012-11-27,30.8,24.1,26.7,2.9,10.0
2012-11-28,30.5,23.9,26.3,20.1,6.9
2012-11-29,30.6,23.4,26.1,17.7,7.7
2012-11-30,30.7,23.5,26.4,18.3,5.6
2012-12-01,31.3,23.6,26.6,4.1,8.5
2012-12-02,30.7,24.0,26.2,8.9,4.7
2012-12-03,28.4,23.6,25.3,19.7,8.7
2012-12-04,29.9,23.2,25.2,77.0,5.5
2012-12-05,29.7,23.1,25.2,32.3,6.0
2012-12-06,29.4,22.8,25.2,8.1,10.0
2012-12-07,29.4,23.0,25.3,9.9,9.7
2012-12-08,30.5,22.9,26.2,15.3,7.7
2012-12-09,31.9,23.0,26.3,24.3,8.5
2012-12-10,29.4,23.0,25.1,32.7,8.7
2012-12-11,29.4,22.4,24.8,17.7,10.5
2012-12-12,28.7,22.7,24.6,11.4,11.3
2012-12-13,28.3,22.5,24.6,7.2,7.5
2012-12-14,29.8,22.4,25.1,24.0,6.9
2012-12-15,30.0,22.4,25.5,33.1,9.3
2012-12-16,28.8,23.0,25.2,11.3,10.1
2012-12-17,29.4,23.0,25.4,21.0,8.3
2012-12-18,30.3,23.0,25.4,24.0,5.7
2012-12-19,29.8,22.9,25.7,12.8,10.3
2012-12-20,29.7,22.7,25.3,22.0,6.9
2012-12-21,28.1,23.4,24.8,21.5,7.8
2012-12-22,29.8,23.0,25.5,12.0,7.0
2012-12-23,28.9,23.6,25.4,30.5,7.3
2012-12-24,29.1,23.5,25.4,19.9,5.5
2012-12-25,28.7,23.0,25.2,27.5,7.8
2012-12-26,29.9,23.5,25.6,7.7,6.8
2012-12-27,29.2,23.7,25.3,12.2,5.1
2012-12-28,29.0,22.9,24.9,13.3,9.4
2012-12-29,27.6,22.9,24.6,6.0,10.1
2012-12-30,29.4,23.2,25.3,15.0,8.3
2012-12-31,28.6,23.6,25.4,46.6,6.5
2013-01-01,29.1,23.2,25.3,26.8,6.7
2013-01-02,28.6,23.1,25.1,51.4,5.2
2013-01-03,28.7,23.7,25.4,22.8,7.1
2013-01-04,27.8,23.3,24.8,36.1,4.4
2013-01-05,26.0,23.2,24.3,9.3,6.0
2013-01-06,26.7,22.8,24.3,12.0,7.3
2013-01-07,26.4,23.0,24.3,18.1,8.7
2013-01-08,27.9,22.6,24.7,6.7,10.3
2013-01-09,26.6,22.7,24.1,20.2,9.3
2013-01-10,29.6,22.7,25.8,2.0,13.3
2013-01-11,29.7,22.8,25.6,2.1,10.8
2013-01-12,29.0,23.3,25.3,4.5,9.3
2013-01-13,28.4,23.4,25.0,17.2,9.4
2013-01-14,27.1,22.9,24.2,13.2,5.5
2013-01-15,27.6,22.3,24.0,27.2,9.0
2013-01-16,25.1,22.6,23.7,15.2,6.3
2013-01-17,29.1,22.4,24.8,7.4,9.4
2013-01-18,28.4,23.0,25.0,8.1,10.5
2013-01-19,30.1,22.3,25.4,15.7,5.6
2013-01-20,30.0,23.3,25.5,3.3,7.7
2013-01-21,29.0,22.9,25.4,8.3,6.1
2013-01-22,30.3,23.0,25.4,27.5,7.3
2013-01-23,28.8,23.1,24.9,19.3,6.9
2013-01-24,26.8,23.1,24.3,32.4,5.8
2013-01-25,28.5,22.7,24.9,14.8,5.4
2013-01-26,30.2,22.3,25.5,8.4,6.1
2013-01-27,30.3,22.7,25.3,24.2,6.9
2013-01-28,29.5,22.8,25.3,15.5,9.1
2013-01-29,30.0,22.3,25.3,20.6,8.9
2013-01-30,29.9,23.1,25.6,21.4,6.9
2013-01-31,29.5,23.6,25.6,9.5,7.6
2013-02-01,29.5,23.0,25.3,17.5,7.1
2013-02-02,28.0,23.1,24.8,9.7,9.4
2013-02-03,28.1,23.0,24.8,22.2,7.3
2013-02-04,30.2,23.0,25.7,12.8,6.2
2013-02-05,30.4,22.9,25.9,32.0,6.7
2013-02-06,30.5,22.9,26.3,10.9,5.4
2013-02-07,30.6,23.1,26.4,4.0,6.5
2013-02-08,30.3,23.3,26.7,2.1,6.8
2013-02-09,30.1,23.4,26.3,29.3,5.8
2013-02-10,29.6,22.8,25.7,3.7,6.8
2013-02-11,29.8,22.4,25.3,12.6,6.6
2013-02-12,28.9,23.2,25.2,19.8,7.3
2013-02-13,29.9,22.5,25.3,12.2,5.4
2013-02-14,29.6,23.1,25.5,6.6,9.1
2013-02-15,29.0,23.3,25.3,48.1,5.6
2013-02-16,27.9,23.1,24.7,48.7,6.9
2013-02-17,28.3,22.6,24.8,25.2,6.4
2013-02-18,28.8,22.5,24.7,7.3,11.8
2013-02-19,27.8,22.5,24.5,12.7,10.6
2013-02-20,28.8,22.7,24.6,7.7,6.6
2013-02-21,28.0,22.6,24.8,2.6,9.2
2013-02-22,27.9,23.0,24.8,14.5,9.1
2013-02-23,27.2,23.2,24.6,11.8,12.7
2013-02-24,29.6,22.6,25.1,18.8,9.1
2013-02-25,31.5,23.6,26.6,4.2,8.4
2013-02-26,30.8,24.2,26.1,7.7,9.1
2013-02-27,29.7,23.6,25.6,13.1,7.9
2013-02-28,30.9,23.3,26.3,0.9,9.5
2013-03-01,30.5,24.1,26.4,5.8,10.3
2013-03-02,29.3,24.1,25.8,15.3,9.5
2013-03-03,28.9,23.8,25.7,13.6,9.5
2013-03-04,29.5,23.0,25.3,16.0,8.8
2013-03-05,28.8,23.0,24.7,23.1,7.8
2013-03-06,30.3,22.8,25.9,9.2,9.4
2013-03-07,31.0,22.5,26.6,1.0,5.5
2013-03-08,30.0,23.7,25.9,14.7,6.6
2013-03-09,29.5,23.4,25.7,13.3,10.4
2013-03-10,30.5,22.4,25.8,8.3,8.1
2013-03-11,29.6,23.8,25.5,6.3,6.4
2013-03-12,29.9,22.7,25.5,17.7,7.1
2013-03-13,30.5,23.3,26.1,12.8,5.9
2013-03-14,30.1,23.1,25.5,29.5,5.4
2013-03-15,28.1,23.1,25.0,23.6,5.9
2013-03-16,28.8,23.0,25.2,19.2,8.2
2013-03-17,29.1,22.8,25.3,22.9,6.6
2013-03-18,29.3,22.9,25.0,27.4,5.6
2013-03-19,28.9,22.8,25.1,13.8,9.2
2013-03-20,30.8,22.4,26.2,0.5,5.7
2013-03-21,30.9,22.8,26.5,2.4,6.2
2013-03-22,30.4,23.5,26.8,3.0,6.5
2013-03-23,30.0,23.1,26.5,1.7,9.6
2013-03-24,30.1,23.1,26.2,0.7,6.3
2013-03-25,30.7,23.2,26.8,0.4,4.8
2013-03-26,30.4,23.5,26.5,4.3,6.3
2013-03-27,31.4,23.6,26.4,8.4,6.8
2013-03-28,30.8,23.6,26.0,5.4,6.9
2013-03-29,30.2,23.8,25.7,17.6,5.5
2013-03-30,30.6,22.8,26.1,7.1,4.9
2013-03-31,30.2,23.4,25.9,16.7,5.9
2013-04-01,30.4,23.9,26.6,0.7,6.9
2013-04-02,30.6,22.6,26.8,0.2,4.7
2013-04-03,30.7,24.5,26.7,7.5,5.5
2013-04-04,30.3,24.2,26.6,5.4,3.6
2013-04-05,30.3,24.0,26.4,7.8,6.5
2013-04-06,29.1,23.8,25.3,18.2,6.8
2013-04-07,27.3,23.3,24.7,74.6,5.1
2013-04-08,28.4,23.2,25.3,37.6,4.7
2013-04-09,29.8,23.8,25.9,23.8,5.7
2013-04-10,30.6,23.4,25.9,19.5,8.4
2013-04-11,30.4,23.5,25.9,2.1,10.6
2013-04-12,29.1,23.5,25.7,8.8,9.0
